Isin,Name,Asset,Region,Volatility,Strategy
IE00BZ56RN96,WisdomTree Global Quality Dividend Growth UCITS ETF USD,Equity,World,13.85,Long-only
IE00BQ70R696,Invesco Nasdaq Biotech UCITS ETF,Equity,,22.68,Long-only
DE000ETFL185,Deka Deutsche Boerse EUROGOV Germany 1-3 UCITS ETF,Bonds,,1.58,Long-only
IE00BK5H8015,SPDR STOXX Europe 600 SRI UCITS ETF,Equity,Europe,13.92,Long-only
LU1459801780,UBS ETF (LU) Bloomberg TIPS 1-10 UCITS ETF (hedged to EUR) A-acc,Bonds,,9.6,Long-only
IE00B3DWVS88,Invesco MSCI Emerging Markets UCITS ETF,Equity,Emerging Markets,14.47,Long-only
IE00BFM6T921,iShares Developed Markets Property Yield UCITS ETF USD (Acc),Real Estate,World,16.46,Long-only
IE00B87RLX93,iShares Euro Corporate Bond Financials UCITS ETF,Bonds,Europe,4.36,Long-only
DE000ETFL441,Deka MDAX UCITS ETF,Equity,,19.62,Long-only
LU2090063673,Amundi MSCI Japan UCITS ETF Dist,Equity,,19.49,Long-only
IE00BYXZ2585,iShares Core MSCI EMU UCITS ETF EUR (Dist),Equity,Europe,16.58,Long-only
IE00BFZPF439,Invesco AT1 Capital Bond UCITS ETF EUR Hedged Dist,Bonds,World,10.86,Long-only
LU0446734104,UBS ETF (LU) MSCI Europe UCITS ETF (EUR) A-dis,Equity,Europe,14.12,Long-only
IE00BDQYWQ65,iShares USD TIPS 0-5 UCITS ETF USD (Dist),Bonds,,8.74,Long-only
LU1563454310,Amundi Global Aggregate Green Bond UCITS ETF Acc,Bonds,World,6.43,Long-only
IE00BDD48R20,Vanguard USD Corporate 1-3 Bond UCITS ETF Distributing,Bonds,World,8.05,Long-only
IE00BFNM3F38,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),Equity,Europe,14.37,Long-only
IE00BYXVGY31,Fidelity US Quality Income UCITS ETF Acc,Equity,,16.76,Long-only
LU0290356954,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C,Bonds,Europe,4.2,Long-only
FR0010821819,Amundi ETF MSCI Europe Ex EMU ESG Leaders UCITS ETF,Equity,Europe,12.84,Long-only
LU2300294316,Amundi Euro Corporate 0-1Y ESG UCITS ETF DR (C),Bonds,World,0.38,Long-only
IE00BJP26D89,iShares EUR Ultrashort Bond ESG UCITS ETF (Dist),Bonds,World,0.95,Long-only
IE00BNDS1Q47,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Distributing,Bonds,World,10.36,Long-only
LU0322248146,Xtrackers SLI UCITS ETF 1D,Equity,,14.2,Long-only
IE00B42WWV65,Vanguard UK Gilt UCITS ETF Distributing,Bonds,,14.22,Long-only
IE00BKT1CS59,iShares J.P. Morgan USD EM Corp Bond UCITS ETF EUR Hedged (Acc),Bonds,Emerging Markets,8.69,Long-only
IE00B6YX5K17,SPDR Bloomberg 1-5 Year Gilt UCITS ETF,Bonds,,6.53,Long-only
IE00BDDRF478,iShares S&P 500 Communication Sector UCITS ETF USD (Acc),Equity,,23.85,Long-only
IE00BM67HR47,Xtrackers MSCI World Communication Services UCITS ETF 1C,Equity,World,21.06,Long-only
IE00B7KQ7B66,UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,Equity,World,15.42,Long-only
IE00BG5QQ390,iShares USD Corporate Bond ESG 0-3yr UCITS ETF EUR Hedged (Acc),Bonds,,7.6,Long-only
IE00BNG8L385,Vanguard ESG Global All Cap UCITS ETF (USD) Distributing,Equity,World,15.29,Long-only
IE00BDR55B48,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to GBP) A-dis,Equity,World,18.22,Long-only
IE00BKLWY790,L&G US ESG Exclusions Paris Aligned UCITS ETF USD Accumulating,Equity,,19.36,Long-only
NL0009690239,VanEck Global Real Estate UCITS ETF,Real Estate,World,15.76,Long-only
IE000OKVTDF7,iShares MSCI USA Value Factor ESG UCITS ETF USD (Acc),Equity,,17.84,Long-only
IE00BYPHT736,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D,Bonds,World,4.81,Long-only
DE0006289465,iShares eb.rexx Government Germany UCITS ETF (DE),Bonds,,4.99,Long-only
LU1048313974,UBS ETF (LU) MSCI Emerging Markets SRI UCITS ETF (USD) A-acc,Equity,Emerging Markets,16.92,Long-only
IE00BP9F2J32,PIMCO Euro Low Duration Corporate Bond UCITS ETF Dist,Bonds,Europe,2.65,Long-only
LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C,Equity,,21.48,Long-only
LU1452600270,Amundi US TIPS Government Inflation-Linked Bond UCITS ETF Dist,Bonds,,10.73,Long-only
IE00BD4TYL27,UBS ETF (IE) MSCI USA hedged CHF UCITS ETF (CHF) A-acc,Equity,,18.0,Long-only
XS2183935274,Invesco Physical Gold EUR Hedged ETC,Precious Metals,,13.63,Long-only
IE00BKTLJC87,iShares Smart City Infrastructure UCITS ETF USD (Acc),Equity,World,15.68,Long-only
LU0690964092,Xtrackers Global Government Bond UCITS ETF 1D EUR hedged,Bonds,World,5.41,Long-only
DE000ETF9090,Amundi DAX 50 ESG II UCITS ETF Dist,Equity,,17.21,Long-only
LU1645386480,UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (hedged to EUR) A-acc,Bonds,Emerging Markets,8.29,Long-only
LU1847674733,Ossiam Bloomberg Eurozone PAB NR UCITS ETF 1C (EUR),Equity,Europe,16.88,Long-only
DE0006289473,iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF (DE),Bonds,,1.89,Long-only
IE00BNDS1P30,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Accumulating,Bonds,World,9.99,Long-only
IE00BLSN7P11,UBS ETF (IE) S&P 500 ESG Elite UCITS ETF (USD) A-acc,Equity,,18.49,Long-only
LU2244386053,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF Acc,Bonds,World,4.41,Long-only
DE000A0H0744,iShares Dow Jones Asia Pacific Select Dividend 50 UCITS ETF (DE),Equity,Asia & Pacific,13.03,Long-only
LU1655103486,Ossiam Bloomberg Europe ex Eurozone PAB NR UCITS ETF 1C (EUR),Equity,Europe,13.11,Long-only
LU1681038326,Amundi Nasdaq 100 UCITS ETF USD,Equity,,24.3,Long-only
IE00BMW42520,iShares MSCI Europe Industrials Sector UCITS ETF EUR (Acc),Equity,Europe,18.27,Long-only
IE00B7WK2W23,UBS ETF (IE) MSCI AC Asia Ex Japan SF UCITS ETF (USD) A-acc,Equity,Asia & Pacific,15.78,Long-only
LU1291103338,BNP Paribas Easy MSCI USA SRI S-Series PAB 5% Capped UCITS ETF USD Acc,Equity,,19.09,Long-only
LU1686832194,Amundi Euro Government Bond 25+Y UCITS ETF Acc,Bonds,Europe,20.99,Long-only
IE00BQN1K786,iShares Edge MSCI Europe Momentum Factor UCITS ETF,Equity,Europe,15.56,Long-only
IE00BDR5GV14,UBS ETF (IE) Global Gender Equality UCITS ETF (USD) A-acc,Equity,World,13.75,Long-only
IE00BMXC7W70,iShares MSCI World Paris-Aligned Climate UCITS ETF USD (Acc),Equity,World,16.03,Long-only
IE00BFXR5V83,L&G Europe ex UK Equity UCITS ETF,Equity,Europe,14.96,Long-only
IE00BZ048462,iShares USD Floating Rate Bond UCITS ETF,Bonds,,8.15,Long-only
IE00BM97MR69,Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C,Bonds,,7.91,Long-only
DE000A2UDH48,Xtrackers IE Physical Gold GBP Hedged ETC Securities,Precious Metals,,15.22,Long-only
IE00BJGWQN72,WisdomTree Cloud Computing UCITS ETF USD Acc,Equity,,39.48,Long-only
IE00BZ0G8977,SPDR Bloomberg US TIPS UCITS ETF,Bonds,,10.59,Long-only
IE00BD4TYG73,UBS ETF (IE) MSCI USA hedged EUR UCITS ETF (EUR) A-acc,Equity,,17.88,Long-only
DE000A0H08K7,iShares STOXX Europe 600 Insurance UCITS ETF (DE),Equity,Europe,16.6,Long-only
LU1974695790,UBS ETF (LU) J.P. Morgan USD EM IG ESG Diversified Bond UCITS ETF (USD) A-acc,Bonds,Emerging Markets,8.45,Long-only
IE00B7N3YW49,PIMCO US Short-Term High Yield Corporate Bond Index UCITS ETF Dist,Bonds,World,7.92,Long-only
IE00BYV12Y75,SPDR Bloomberg 1-10 Year US Corporate Bond UCITS ETF,Bonds,World,8.95,Long-only
LU0671493277,UBS ETF (LU) MSCI EMU Small Cap UCITS ETF (EUR) A-dis,Equity,Europe,16.83,Long-only
IE00B4LN9N13,iShares S&P 500 Industrials Sector UCITS ETF,Equity,,17.86,Long-only
DE0006289390,iShares Dow Jones Industrial Average UCITS ETF (DE),Equity,,15.74,Long-only
LU1681044647,Amundi MSCI Nordic UCITS ETF EUR (C),Equity,Europe,17.25,Long-only
IE00BMGNVD65,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Dist),Bonds,World,9.11,Long-only
LU1829219556,Amundi Euro Highest Rated Macro-Weighted Government Bond 1-3Y UCITS ETF Acc,Bonds,Europe,2.01,Long-only
LU1812090543,Amundi EUR High Yield Corporate Bond ESG UCITS ETF Dist,Bonds,World,5.09,Long-only
IE00B8KGV557,iShares Edge MSCI EM Minimum Volatility UCITS ETF,Equity,Emerging Markets,10.54,Long-only
IE00BM67HS53,Xtrackers MSCI World Materials UCITS ETF 1C,Equity,World,16.08,Long-only
IE00B8CJW150,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Dist,Equity,,20.18,Long-only
IE00B0M63391,iShares MSCI Korea UCITS ETF (Dist),Equity,,22.66,Long-only
IE00BDFJYM28,iShares US Aggregate Bond UCITS ETF EUR Hedged (Acc),Bonds,World,10.95,Long-only
LU1437018838,Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR,Real Estate,World,15.08,Long-only
IE00BF2FNB90,Invesco US Treasury Bond 7-10 Year UCITS ETF GBP Hedged Dist,Bonds,,14.0,Long-only
LU1681037609,Amundi Japan Topix UCITS ETF EUR,Equity,,18.65,Long-only
IE00BF3N7102,iShares USD High Yield Corporate Bond UCITS ETF EUR Hedged (Dist),Bonds,World,10.6,Long-only
IE00B58FQX63,UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to CHF) A-acc,Commodities,,17.46,Long-only
IE00BFZPF546,iShares J.P. Morgan Emerging Markets Local Government Bond UCITS ETF USD (Acc),Bonds,Emerging Markets,8.14,Long-only
IE00BMD8KM66,JPMorgan BetaBuilders US Treasury Bond 0-3 Months UCITS ETF USD (Acc),Bonds,,7.93,Long-only
LU1407890620,Amundi US Treasury Bond Long Dated UCITS ETF Dist,Bonds,,18.24,Long-only
IE00BKLTRN76,L&G Europe ESG Exclusions Paris Aligned UCITS ETF EUR Accumulating,Equity,Europe,14.63,Long-only
LU1681042518,Amundi MSCI Europe Value Factor UCITS ETF EUR,Equity,Europe,14.36,Long-only
IE00BWBXM724,SPDR S&P US Industrials Select Sector UCITS ETF,Equity,,17.78,Long-only
LU0322252924,Xtrackers FTSE Vietnam Swap UCITS ETF 1C,Equity,,22.87,Long-only
DE000ETFL466,Deka EURO STOXX 50 ESG Filtered UCITS ETF,Equity,Europe,17.77,Long-only
IE00BGDPWV87,iShares Asia Property Yield UCITS ETF USD (Acc),Real Estate,Asia & Pacific,12.78,Long-only
IE00BZBW4Z27,First Trust US Equity Income UCITS ETF Dist,Equity,,26.03,Long-only
DE000A0H0728,iShares Diversified Commodity Swap UCITS ETF (DE),Commodities,,16.93,Long-only
IE00BN4Q0602,UBS ETF (IE) MSCI USA Climate Paris Aligned UCITS ETF (USD) A-acc,Equity,,20.07,Long-only
LU1681046691,Amundi Government Bond Highest Rated Euro Investment Grade UCITS ETF EUR (C),Bonds,Europe,7.46,Long-only
LU1900068914,Amundi MSCI China ESG Leaders Extra UCITS ETF Acc,Equity,,31.81,Long-only
IE00BKWQ0Q14,SPDR MSCI Europe UCITS ETF,Equity,Europe,14.1,Long-only
IE00BDQZ5152,iShares USD Intermediate Credit Bond UCITS ETF,Bonds,,9.0,Long-only
LU0952581584,Xtrackers Japan Government Bond UCITS ETF 1C,Bonds,,11.41,Long-only
IE00BZ0PKV06,iShares Edge MSCI Europe Multifactor UCITS ETF,Equity,Europe,14.13,Long-only
LU1681043086,Amundi MSCI India UCITS ETF EUR (C),Equity,,16.01,Long-only
IE00BCHWNV48,Xtrackers MSCI USA Industrials UCITS ETF 1D,Equity,,18.04,Long-only
IE00BF20LF40,iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc),Equity,Europe,16.08,Long-only
IE00B6X2VY59,iShares EUR Corporate Bond Interest Rate Hedged ESG UCITS ETF,Bonds,World,2.13,Long-only
LU1841731745,Amundi MSCI China UCITS ETF Acc,Equity,,26.51,Long-only
IE00BFXR7892,KraneShares CSI China Internet UCITS ETF USD,Equity,,43.02,Long-only
IE00B6R51Z18,iShares Oil & Gas Exploration & Production UCITS ETF,Equity,World,29.25,Long-only
IE00BGDQ0T50,iShares MSCI EM SRI UCITS ETF USD (Dist),Equity,Emerging Markets,15.05,Long-only
DE000ETFL227,Deka Deutsche Boerse EUROGOV Germany Money Market UCITS ETF,Money Market,,0.33,Long-only
IE00B8GF1M35,SPDR Dow Jones Global Real Estate UCITS ETF,Real Estate,World,17.27,Long-only
IE00B2QWDY88,iShares MSCI Japan Small Cap UCITS ETF (Dist),Equity,,17.79,Long-only
IE00B910VR50,SPDR MSCI EMU UCITS ETF,Equity,Europe,16.46,Long-only
IE00B27YCP72,iShares MSCI Emerging Markets Islamic UCITS ETF,Equity,Emerging Markets,14.63,Long-only
LU2109787049,Amundi Index MSCI Emerging ESG Broad CTB UCITS ETF DR (C),Equity,Emerging Markets,14.68,Long-only
LU0292095535,Xtrackers Euro Stoxx Quality Dividend UCITS ETF 1D,Equity,Europe,14.46,Long-only
IE00BFY0GV36,SPDR Bloomberg SASB U.S. Corporate ESG UCITS ETF EUR Hedged (Acc),Bonds,World,11.49,Long-only
LU1852211561,UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (hedged to CHF) A-acc,Bonds,World,10.96,Long-only
LU0925589839,Xtrackers Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C,Bonds,Europe,1.95,Long-only
IE00B58HMN42,UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to EUR) A-acc,Commodities,,16.67,Long-only
LU1048314949,UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 Year UCITS ETF (USD) A-dis,Bonds,,8.32,Long-only
IE00BKWQ0M75,SPDR MSCI Europe Small Cap UCITS ETF,Equity,Europe,17.07,Long-only
DE000ETFL235,Deka DAXplus Maximum Dividend UCITS ETF,Equity,,17.31,Long-only
LU1291109616,BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF EUR,Commodities,,18.15,Long-only
IE00BJSFQW37,iShares Global Corporate Bond UCITS ETF EUR Hedged (Dist),Bonds,World,10.28,Long-only
IE00BSPLC298,SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,Equity,Europe,17.13,Long-only
IE00BMW42298,iShares MSCI Europe Consumer Discretionary Sector UCITS ETF EUR (Acc),Equity,Europe,21.82,Long-only
LU0192223062,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF QD,Real Estate,Europe,24.14,Long-only
FR0007075494,Amundi DJ Global Titans 50 UCITS ETF Dist,Equity,World,17.77,Long-only
DE000A0H08H3,iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),Equity,Europe,13.5,Long-only
IE00BKY58G26,HSBC Asia Pacific ex Japan Sustainable Equity UCITS ETF USD,Equity,Asia & Pacific,15.43,Long-only
IE00BF51K249,Invesco Euro Corporate Bond UCITS ETF Dist,Bonds,World,4.7,Long-only
IE00BYTRR970,SPDR MSCI World Financials UCITS ETF,Equity,World,15.76,Long-only
IE00BP3QZD73,iShares Edge MSCI World Size Factor UCITS ETF,Equity,World,14.01,Long-only
IE00BYZ28V50,iShares Global Government Bond UCITS ETF (Acc),Bonds,World,9.6,Long-only
IE00B53L4X51,iShares FTSE MIB UCITS ETF (Acc),Equity,,18.85,Long-only
LU0614173549,Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1D,Bonds,Europe,1.81,Long-only
DE000A1E0HS6,Xtrackers Physical Silver ETC (EUR),Precious Metals,,32.37,Long-only
IE00B5V94313,iShares Germany Government Bond UCITS ETF (Dist),Bonds,,7.08,Long-only
LU0292107991,Xtrackers MSCI EM Asia ESG Screened Swap UCITS ETF 1C,Equity,Asia & Pacific,16.84,Long-only
IE00BJP26F04,iShares GBP Ultrashort Bond ESG UCITS ETF (Dist),Bonds,World,6.18,Long-only
IE00BYVTMS52,Invesco Nasdaq-100 UCITS ETF EUR Hedged,Equity,,25.31,Long-only
LU0875160326,Xtrackers Harvest CSI 300 UCITS ETF 1D,Equity,,17.83,Long-only
IE00BNGFMX61,Fidelity Sustainable Research Enhanced Japan Equity UCITS ETF Acc,Equity,,18.57,"Long-only, Active"
IE00B43VDT70,Invesco Physical Silver,Precious Metals,,24.91,Long-only
DE000A0H08R2,iShares STOXX Europe 600 Telecommunications UCITS ETF (DE),Equity,Europe,13.17,Long-only
DE000A0H08J9,iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),Equity,Europe,19.22,Long-only
IE00BWBXMB69,SPDR S&P US Utilities Select Sector UCITS ETF,Equity,,19.76,Long-only
LU0322253229,Xtrackers S&P Global Infrastructure Swap UCITS ETF 1C,Equity,World,12.9,Long-only
LU0959211326,Amundi S&P 500 II UCITS ETF EUR Hedged Acc,Equity,,17.4,Long-only
LU2082999306,Lyxor Smart Overnight Return UCITS ETF D-EUR,Money Market,World,0.19,"Long-only, Active"
IE00B0M63516,iShares MSCI Brazil UCITS ETF (Dist),Equity,,29.87,Long-only
LU1900068161,Amundi MSCI AC Asia Ex Japan UCITS ETF Acc,Equity,Asia & Pacific,16.98,Long-only
DE000ETFL557,Deka MSCI EMU Climate Change ESG UCITS ETF,Equity,Europe,17.09,Long-only
LU1681037864,Amundi Japan Topix UCITS ETF Daily Hedged EUR (C),Equity,,18.87,Long-only
IE00BZ036J45,Xtrackers USD Corporate Bond UCITS ETF 2D EUR hedged,Bonds,World,12.63,Long-only
LU2023679090,Amundi MSCI Future Mobility ESG Screened UCITS ETF Acc,Equity,World,26.87,Long-only
IE00BWBXM385,SPDR S&P US Consumer Staples Select Sector UCITS ETF,Equity,,15.29,Long-only
DE000ETFL524,Deka US Treasury 7-10 UCITS ETF ,Bonds,,11.62,Long-only
LU1127514245,Xtrackers MSCI EMU UCITS ETF 1C USD hedged,Equity,Europe,16.06,Long-only
FR0010717090,Amundi ETF MSCI EMU High Dividend UCITS ETF EUR (C),Equity,Europe,13.9,Long-only
DE000ETFL037,Deka STOXX Europe Strong Growth 20 UCITS ETF,Equity,Europe,23.15,Long-only
LU1681045024,Amundi MSCI Emerging Markets Latin America UCITS ETF EUR (C),Equity,Latin America,20.59,Long-only
IE00BKY55S33,HSBC Japan Sustainable Equity UCITS ETF USD,Equity,,19.88,Long-only
IE00BN4Q0X77,UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (JPY) A-acc,Equity,,17.73,Long-only
LU1184092051,Xtrackers MSCI Europe UCITS ETF 2C USD hedged,Equity,Europe,13.95,Long-only
LU1324516308,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to EUR) A-acc,Bonds,Emerging Markets,11.15,Long-only
IE00BD4TY451,UBS ETF (IE) MSCI Australia UCITS ETF (AUD) A-acc,Equity,,17.27,Long-only
IE00B8X9NW27,First Trust US Large Cap Core AlphaDEX UCITS ETF Acc,Equity,,17.58,Long-only
IE00B4P11460,PIMCO Emerging Markets Advantage Local Bond Index UCITS ETF Acc,Bonds,Emerging Markets,8.71,Long-only
IE00BYXYX521,Invesco Bloomberg Commodity ex-Agriculture UCITS ETF Acc,Commodities,,20.72,Long-only
LU0292109690,Xtrackers Nifty 50 Swap UCITS ETF 1C,Equity,,15.13,Long-only
LU2023678878,Amundi MSCI Digital Economy and Metaverse ESG Screened UCITS ETF Acc,Equity,World,23.87,Long-only
IE00B3VWLG82,iShares MSCI UK Small Cap UCITS ETF (Acc),Equity,,18.04,Long-only
IE00B27YCF74,iShares Global Timber & Forestry UCITS ETF,Equity,World,17.38,Long-only
IE00BK5BCH80,L&G Clean Energy UCITS ETF,Equity,World,20.88,Long-only
IE00B9M04V95,iShares J.P. Morgan USD EM Bond CHF Hedged UCITS ETF (Dist),Bonds,Emerging Markets,9.84,Long-only
LU1291106356,BNP Paribas Easy MSCI Pacific ex Japan ESG Filtered Min TE UCITS ETF,Equity,Asia & Pacific,13.95,Long-only
IE00BYYLVK39,UBS ETFs (IE) Bloomberg Commodity CMCI SF UCITS ETF (hedged to CHF) A-acc,Commodities,,17.76,Long-only
LU0514695187,Xtrackers MSCI India Swap UCITS ETF 1C,Equity,,15.41,Long-only
IE00BK72HH44,UBS ETF (IE) MSCI World Socially Responsible UCITS ETF (USD) A-dis,Equity,World,16.78,Long-only
IE00BK6NC407,iShares Core EUR Corporate Bond UCITS ETF CHF Hedged (Acc),Bonds,World,8.59,Long-only
LU2109787635,Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C),Equity,Europe,16.02,Long-only
IE000RUF4QN8,Invesco Nasdaq-100 Swap UCITS ETF Dist,Equity,,24.33,Long-only
LU1390062245,Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc,Bonds,Europe,4.08,Long-only
LU1659681669,BNP Paribas Easy MSCI USA SRI S-Series PAB 5% Capped UCITS ETF EUR Dis,Equity,,19.01,Long-only
LU0533033741,Amundi MSCI World Information Technology UCITS ETF USD Acc,Equity,World,24.85,Long-only
LU1547515137,BNP Paribas Easy JPM ESG EMBI Global Diversified Composite UCITS ETF EUR Hedged,Bonds,,10.77,Long-only
IE00BLRPQK69,L&G UK Gilt 0-5 Year UCITS ETF,Bonds,,6.41,Long-only
IE00BD1F4K20,iShares Edge MSCI USA Size Factor UCITS ETF,Equity,,19.78,Long-only
IE00BK7Y2Q41,iShares USD Corporate Bond UCITS ETF CHF Hedged (Acc),Bonds,World,14.55,Long-only
IE00BD3V0B10,iShares S&P U.S. Banks UCITS ETF USD (Acc),Equity,,28.08,Long-only
IE00BKC94M46,SPDR Bloomberg Global Aggregate Bond UCITS ETF USD Hedged (Acc),Bonds,World,8.89,Long-only
FR0010150458,BNP Paribas Easy CAC 40 ESG UCITS ETF,Equity,,17.48,Long-only
IE00BJJYYX67,WisdomTree USD Floating Rate Treasury Bond UCITS ETF USD Acc,Bonds,,7.88,Long-only
GB00BLD4ZM24,CoinShares Physical Staked Ethereum,Cryptocurrencies,,66.42,Long-only
IE00BMFJGP26,iShares Core Euro Government Bond UCITS ETF CHF Hedged (Acc),Bonds,Europe,10.72,Long-only
DE000ETFL474,Deka Oekom Euro Nachhaltigkeit UCITS ETF,Equity,Europe,19.49,Long-only
IE00BYZ28W67,iShares Core FTSE 100 UCITS ETF USD Hedged (Acc),Equity,,13.62,Long-only
LU1681044993,Amundi MSCI Switzerland UCITS ETF CHF,Equity,,13.19,Long-only
LU0292103222,Xtrackers MSCI Europe Health Care ESG Screened UCITS ETF 1C,Equity,Europe,14.41,Long-only
IE00BHJYDV33,Invesco MDAX UCITS ETF A,Equity,,19.72,Long-only
FR0010251744,Amundi IBEX 35 UCITS ETF Dist,Equity,,16.6,Long-only
GB00B15KYH63,WisdomTree Agriculture,Commodities,,18.46,Long-only
LU0994505336,Xtrackers Spanish Equity UCITS ETF 1D,Equity,,16.22,Long-only
LU1781541849,Amundi MSCI Emerging Asia II UCITS ETF Acc,Equity,Asia & Pacific,16.48,Long-only
IE00B296QM64,iShares MSCI USA Islamic UCITS ETF,Equity,,17.31,Long-only
IE00B3CNHG25,L&G Gold Mining UCITS ETF,Equity,World,29.23,Long-only
DE000ETFL201,Deka Deutsche Boerse EUROGOV Germany 5-10 UCITS ETF,Bonds,,6.84,Long-only
LU1603795458,IndexIQ Factors Sustainable Europe Equity UCITS ETF,Equity,Europe,13.86,Long-only
DE0006289481,iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF (DE),Bonds,,4.12,Long-only
IE00B5BD5K76,HSBC MSCI Europe UCITS ETF EUR,Equity,Europe,14.1,Long-only
IE00BM9GRQ71,Fidelity Sustainable USD EM Bond UCITS ETF GBP Hedged,Bonds,Emerging Markets,12.22,"Long-only, Active"
LU1407890976,Amundi US Treasury Bond Long Dated UCITS ETF EUR Hedged Dist,Bonds,,19.11,Long-only
LU1169821888,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to CHF) A-acc,Equity,,19.38,Long-only
IE00BLRPQM83,L&G ESG GBP Corporate Bond UCITS ETF,Bonds,World,9.56,Long-only
IE000MCVFK47,Xtrackers EUR Corporate Green Bond UCITS ETF 1C,Bonds,World,5.3,Long-only
IE00BG8BCY43,JPMorgan USD Ultra-Short Income UCITS ETF USD (Acc),Bonds,World,7.89,"Long-only, Active"
DE000ETFL540,Deka MSCI Germany Climate Change ESG UCITS ETF,Equity,,18.03,Long-only
IE00B4WXJD03,iShares MSCI Pacific ex-Japan UCITS ETF (Dist),Equity,Asia & Pacific,14.66,Long-only
IE00BF3N7219,iShares Fallen Angels High Yield Corp Bond UCITS ETF EUR Hedged (Dist),Bonds,World,8.78,Long-only
IE00B3VPKB53,Invesco US Utilities Sector UCITS ETF,Equity,,19.82,Long-only
IE00B622SG73,PIMCO Sterling Short Maturity UCITS ETF Dist,Money Market,,5.74,"Long-only, Active"
LU1753045415,BNP Paribas Easy MSCI Europe SRI S-Series PAB 5% Capped UCITS ETF EUR Dis,Equity,Europe,14.44,Long-only
IE00B7KMNP07,UBS ETF (IE) Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,Equity,World,29.65,Long-only
